"1","Bournemouth"
"2","Chelsea"
"3","Everton"
"4","Leicester"
"5","Man_United"
"6","Norwich"
"7","Arsenal"
"8","Newcastle"
"9","Stoke"
"10","West_Brom"
"11","Aston_Villa"
"12","Southampton"
"13","Sunderland"
"14","Swansea"
"15","Tottenham"
"16","Watford"
"17","West_Ham"
"18","Crysta_ Palace"
"19","Man_City"
"20","Liverpool"
